"last_name, first_name","player_id","year","player_age","ab","pa","hit","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_caught_stealing","r_total_stolen_base","b_game","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","popups_percent","sprint_speed"
"Johnson, Bryce","669369","2023","27","43","48","7","15","4",31.3,8.3,".163",".256",".229","0.485","0","3","30","86.3","15.6",24.1,6.9,3.4,24.1,"96.4034325","92.2155375",30.1,47.2,44.8,31,24.1,3.4,"28.8"
"Taylor, Samad","669392","2023","24","60","69","12","22","7",31.9,10.1,".200",".267",".279","0.546","0","8","31","87.5","8.7",35,10,5,22.5,"95.343506842","91.835216757",31.6,49,25,37.5,37.5,2.5,"29.1"
"Burger, Jake","669394","2023","27","492","540","123","149","32",27.6,5.9,".250",".518",".309","0.827","1","1","141","91.9","12.3",33.4,16.7,6.9,49.6,"105.009725862","96.989580029",34.1,54,45.8,36.3,17.9,10.1,"28.0"
"Allen, Nick","669397","2023","24","303","329","67","52","17",15.8,5.2,".221",".287",".263","0.550","1","5","106","84.8","6.8",29,1.2,3.9,26.6,"95.649982295","91.839086803",19.1,49.2,27.8,42.1,30.1,7.3,"27.9"
"Hummel, Cooper","669450","2023","28","23","26","2","9","2",34.6,7.7,".087",".130",".192","0.322","0","1","10","92.3","7.2",28.6,0,21.4,50,"99.447424286","94.335640714",34,45.7,78.6,7.1,14.3,7.1,"27.2"
"Schmitt, Casey","669477","2023","24","253","277","52","65","13",23.5,4.7,".206",".324",".255","0.579","1","2","90","88.1","15.1",32,6.7,3.6,34,"99.016028632","93.561277316",27.1,55,37.6,36.1,26.3,8.2,"28.0"
"Smith, Josh","669701","2023","25","195","232","36","55","25",23.7,10.8,".185",".328",".304","0.632","0","1","90","88.5","12.5",30.8,10.5,7.7,36.4,"99.426100571","93.805422714",21.3,42.3,42.7,35,22.4,3.5,"28.5"
"Triolo, Jared","669707","2023","25","181","209","54","63","24",30.1,11.5,".298",".398",".388","0.786","1","6","54","86.6","10.6",39.5,5.9,6.7,33.6,"98.027101167","93.167449076",32.4,43.7,38.7,32.8,28.6,3.4,"28.4"
"Hays, Austin","669720","2023","27","520","566","143","141","38",24.9,6.7,".275",".444",".325","0.769","1","5","144","89.4","10.4",31,8.9,7.6,40.1,"100.462787656","94.411352037",28.4,46.6,37,38.5,24.5,5.2,"27.4"
"Hall, Darick","669742","2023","27","54","56","9","18","2",32.1,3.6,".167",".241",".196","0.437","0","0","18","92.5","14",27.8,2.8,11.1,38.9,"101.753775556","95.168221667",24.1,56.6,41.7,22.2,36.1,11.1,"24.0"
"Call, Alex","669743","2023","28","375","439","75","78","53",17.8,12.1,".200",".307",".307","0.614","8","9","128","86.8","17",30.5,5.3,5,30.1,"97.369230205","92.725954777",18.6,40.3,43,34.4,22.5,11.6,"28.8"
"Toglia, Michael","669911","2023","24","141","152","23","50","10",32.9,6.6,".163",".284",".224","0.508","1","1","45","90.2","16.7",31.9,5.5,7.7,44,"101.117121957","94.904654725",38.8,49.8,39.6,29.7,30.8,3.3,"28.0"
"Lopez, Nicky","670032","2023","28","225","262","52","40","26",15.3,9.9,".231",".307",".326","0.633","2","6","93","86.7","0.5",32.1,1.1,5.3,23.7,"95.31187172","91.719033135",22,47.9,30,42.6,27.4,1.1,"27.7"
"Raley, Luke","670042","2023","28","357","406","89","128","28",31.5,6.9,".249",".490",".333","0.823","3","14","118","91.1","17.3",29.3,12.9,5.2,45.7,"102.675194071","95.677039912",38.9,51.8,43.1,34.5,22.4,11.6,"28.8"
"Short, Zack","670097","2023","28","221","253","45","66","28",26.1,11.1,".204",".339",".292","0.631","0","5","110","87.6","21.2",33.3,8.8,6.3,33.5,"98.045696579","93.141459737",24.9,41.9,47.2,32.7,20.1,13.8,"28.1"
"Kohlwey, Taylor","670128","2023","28","13","13","2","5","0",38.5,0,".154",".154",".154","0.308","0","0","5","77.4","17",0,0,0,12.5,"92.10669","90.27543875",28.6,45.7,12.5,25,62.5,12.5,
"Mastrobuoni, Miles","670156","2023","27","133","149","32","32","13",21.5,8.7,".241",".301",".308","0.609","1","13","60","87.5","13.7",31.7,1.9,4.8,34.6,"98.095820612","93.493071531",22.6,38,35.6,36.5,27.9,8.7,"28.6"
"Mervis, Matt","670223","2023","25","90","99","15","32","8",32.3,8.1,".167",".289",".242","0.531","0","0","27","91","8.4",36.2,13.8,10.3,50,"103.744358966","96.406375789",33.3,50.4,46.6,39.7,13.8,8.6,"24.8"
"Wallner, Matt","670242","2023","25","213","254","53","80","28",31.5,11,".249",".507",".370","0.877","1","2","76","91.9","21",32.3,18.8,6,48.1,"104.489305224","96.79268782",36.3,47.1,45.9,27.1,27.1,12.8,"28.0"
"Stevenson, Cal","670276","2023","26","9","12","0","2","3",16.7,25,".000",".000",".250","0.250","0","0","6","84.4","15.1",14.3,0,14.3,14.3,"94.04245","91.452828571",16.7,30.5,28.6,14.3,57.1,28.6,"26.2"
"Alvarez, Yordan","670541","2023","26","410","496","120","92","69",18.5,13.9,".293",".583",".407","0.990","0","0","114","93.3","17.1",35.7,18,7.1,52.2,"104.629318875","96.977658344",22.4,43.7,40.4,32.3,27.3,5.9,"26.3"
"Paredes, Isaac","670623","2023","24","492","571","123","104","58",18.2,10.2,".250",".488",".352","0.840","0","1","143","86.9","22.2",32.4,5.9,5.9,28.5,"96.372683866","92.205361059",18.2,45.6,52.7,28,19.3,14.9,"26.1"
"Brosseau, Mike","670712","2023","29","73","78","15","20","4",25.6,5.1,".205",".397",".256","0.653","0","0","29","81.3","13.4",32.1,7.5,5.7,20.8,"93.339704815","91.087220755",31.3,48.2,41.5,35.8,22.6,5.7,"27.6"
"Walls, Taylor","670764","2023","26","303","349","61","92","44",26.4,12.6,".201",".333",".305","0.638","1","22","99","86.7","19.1",32.1,3.3,5.7,28.8,"95.825872762","91.918126429",27.2,43,36.3,38.2,25.5,10.8,"28.2"
"Friedl Jr., TJ","670770","2023","27","488","556","136","90","47",16.2,8.5,".279",".467",".352","0.819","6","27","138","86.7","16.1",32,3.2,2.2,27.6,"96.368739947","92.196228515",18.4,42.2,42.3,36.7,21,9.3,"28.3"
"Soto, Livan","670869","2023","23","9","12","2","2","3",16.7,25,".222",".222",".417","0.639","0","0","4","86","25.5",42.9,0,14.3,28.6,"91.9396375","90.666411429",16,39.7,14.3,28.6,57.1,14.3,
"Herrera, Iván","671056","2023","23","37","44","11","11","5",25,11.4,".297",".351",".409","0.760","0","0","13","91.3","12.2",23.1,7.7,11.5,61.5,"105.291267692","98.076363846",24.7,42.5,26.9,26.9,46.2,11.5,"26.7"
"Kennedy, Buddy","671083","2023","24","24","29","4","6","4",20.7,13.8,".167",".208",".310","0.518","0","0","10","84.8","15.3",44.4,0,5.6,22.2,"95.771788889","91.885894444",26.7,37.5,33.3,33.3,33.3,5.6,"29.3"
"Casas, Triston","671213","2023","23","429","502","113","126","70",25.1,13.9,".263",".490",".367","0.857","0","0","132","91.1","15.7",36.1,13.1,7.5,46.6,"102.616692288","95.686960262",28.1,43.6,40,39,21,6.6,"24.9"
"Ramos, Heliot","671218","2023","23","56","60","10","20","4",33.3,6.7,".179",".304",".233","0.537","0","0","25","90.9","13.4",30.6,13.9,5.6,41.7,"102.149756471","95.210486765",31.5,51.6,30.6,38.9,30.6,11.1,"26.9"
"Waters, Drew","671221","2023","24","302","337","69","107","27",31.8,8,".228",".377",".300","0.677","5","16","98","87.4","17.2",38.4,10.1,7.6,35.9,"98.74293303","93.391262626",32.5,51.3,40.4,35.4,24.2,4.5,"28.7"
"García, Luis","671277","2023","23","447","482","119","60","27",12.4,5.6,".266",".385",".304","0.689","4","9","122","88.3","4.6",31.9,5.8,6.3,36.5,"99.158102245","93.638514796",17.9,50.6,32.2,40.8,27.1,3.3,"27.2"
"Freeman, Tyler","671289","2023","24","153","168","37","30","10",17.9,6,".242",".366",".295","0.661","0","5","64","85.8","6.2",38.9,3.2,7.1,38.1,"99.035576452","93.596430081",17.8,47.6,38.9,38.1,23,4.8,"28.6"
"Butler, Lawrence","671732","2023","22","123","129","26","35","4",27.1,3.1,".211",".341",".240","0.581","0","0","42","88.3","16.2",24.7,9,5.6,37.1,"100.126691591","94.139083636",29.7,47.8,30.3,37.1,32.6,10.1,"27.4"
"Harris II, Michael","671739","2023","22","505","539","148","101","25",18.7,4.6,".293",".477",".331","0.808","4","20","138","90.9","7.6",34.6,10,5.9,48.5,"103.586789505","96.131496609",24.4,52.9,33.3,38.7,27.9,6.4,"28.8"
"Bailey, Patrick","672275","2023","24","326","353","76","100","21",28.3,5.9,".233",".359",".285","0.644","0","1","97","88.7","10.2",36.2,10,4.4,38.4,"99.385269825","93.890632907",26.2,46.5,41,33.6,25.3,4.4,"26.2"
"Kelenic, Jarred","672284","2023","23","372","416","94","132","41",31.7,9.9,".253",".419",".327","0.746","5","13","105","90.9","10.1",38.8,9.5,9.9,45.5,"101.460697521","95.139393983",33.8,46.8,38.4,36.8,24.8,2.1,"28.0"
"Arias, Gabriel","672356","2023","23","315","345","66","113","28",32.8,8.1,".210",".352",".275","0.627","4","3","122","91.1","3.7",31,9.9,5.4,46.3,"101.9318672","95.322139548",37.7,55.5,33,37.4,29.6,3.9,"28.0"
"Kirk, Alejandro","672386","2023","24","372","422","93","45","42",10.7,10,".250",".358",".334","0.692","0","0","123","87.6","6.3",31.9,5.2,5.5,38.3,"98.523712317","93.313905535",12.8,41.6,27.1,45.9,27.1,4.6,"23.7"
"Diaz, Jordan","672478","2023","22","272","293","60","69","17",23.5,5.8,".221",".364",".273","0.637","1","0","90","90","5.4",29.9,6.4,8.8,43.6,"101.524778137","95.000604729",29.9,56,33.8,38.2,27.9,6.9,"25.3"
"Moreno, Gabriel","672515","2023","23","341","380","97","75","29",19.7,7.6,".284",".408",".339","0.747","2","6","111","89.8","4.2",32.6,4.8,6.2,41.8,"99.719820735","94.156039559",19.7,42.4,29.3,44.3,26.4,2.2,"27.2"
"Garcia, Maikel","672580","2023","23","464","515","126","115","38",22.3,7.4,".272",".358",".323","0.681","7","23","123","91.8","6.1",36.9,3.9,9.4,50.6,"101.538604663","95.500565408",19.5,43.1,29.4,42.8,27.8,4.2,"28.2"
"Perdomo, Geraldo","672695","2023","23","407","495","100","86","64",17.4,12.9,".246",".359",".353","0.712","4","16","144","85.7","16.4",35.4,0.9,4.4,19.5,"94.552794268","91.28665535",15.1,39.1,40.7,34.5,24.8,8.3,"27.2"
"Peraza, Oswald","672724","2023","23","173","191","33","50","13",26.2,6.8,".191",".272",".267","0.539","3","4","52","87.2","9.8",27.6,4.1,4.1,28.5,"98.567658226","93.419530488",33.1,49.5,48,39,13,9.8,"28.7"
"Canario, Alexander","672744","2023","23","17","17","5","8","0",47.1,0,".294",".647",".294","0.941","0","0","6","89.6","20.9",44.4,0,33.3,66.7,"101.565346","96.336802222",42.5,65.6,22.2,55.6,22.2,11.1,"25.8"
"Marcano, Tucupita","672779","2023","23","202","220","47","35","10",15.9,4.5,".233",".356",".276","0.632","2","5","75","88.3","14.4",32,5.2,5.2,34.9,"97.898414815","93.051435926",15.6,51.8,38.4,36.6,25,7.6,"27.6"
"Sosa, Lenyn","672820","2023","23","164","173","33","40","5",23.1,2.9,".201",".348",".224","0.572","1","0","52","89.4","14.1",30.5,7.8,6.3,38.3,"98.778247581","93.561915041",24,53.2,32,32.8,35.2,6.3,"27.6"
"Diaz, Yainer","673237","2023","24","355","377","100","74","11",19.6,2.9,".282",".538",".308","0.846","0","0","104","90.3","11.5",36.9,12.2,7.3,43.9,"101.571037778","95.208391603",27.6,58.6,39.4,35.5,25.1,3.5,"27.6"
"Robert Jr., Luis","673357","2023","25","546","595","144","172","30",28.9,5,".264",".542",".315","0.857","4","20","145","89.1","16.1",38,15.4,5.6,42.3,"101.844478191","95.05043424",33.5,58.3,45.2,30.9,23.9,8.5,"28.7"
"Kim, Ha-Seong","673490","2023","27","538","626","140","124","75",19.8,12,".260",".398",".351","0.749","9","38","152","86.2","13.6",36.1,4.2,5.7,26.7,"96.561670433","92.283861587",17.8,38.9,42,37.3,20.8,9.2,"28.5"
"Suzuki, Seiya","673548","2023","28","515","583","147","130","59",22.3,10.1,".285",".485",".357","0.842","7","6","138","91.4","10.8",36.5,10.5,8.2,48,"102.157061122","95.610201816",21.3,40.9,37,41.3,21.7,3.8,"28.5"
"Jung, Josh","673962","2023","25","478","515","127","151","30",29.3,5.8,".266",".467",".315","0.782","3","1","122","91.8","15",41.9,11.9,7.9,47.4,"101.620526098","95.373200793",29.7,51.8,36.8,39.2,24,3.6,"26.8"
"Smith, Kevin","675656","2023","26","135","146","25","51","5",34.9,3.4,".185",".326",".220","0.546","0","1","49","88","13.6",30.3,9,10.1,36,"99.217505476","93.806065119",31.8,53.4,32.6,29.2,38.2,3.4,"27.3"
"Williams, Alika","675961","2023","24","101","112","20","35","9",31.3,8,".198",".248",".270","0.518","0","0","46","83.4","10.1",38.8,3,4.5,25.4,"96.112825938","92.073845625",31.7,47.6,35.8,41.8,22.4,1.5,"28.2"
"Smith-Njigba, Canaan","675986","2023","24","32","37","4","16","4",43.2,10.8,".125",".219",".216","0.435","0","1","15","87","0.2",23.5,11.8,5.9,41.2,"98.203554444","93.770274118",36.6,44.7,52.9,29.4,17.6,5.9,"26.4"
"Westburg, Jordan","676059","2023","24","208","228","54","56","16",24.6,7,".260",".404",".311","0.715","1","4","68","90.2","13.4",38.1,6.5,10.3,44.5,"100.977982987","94.800749545",26,48.7,45.2,36.1,18.7,8.4,"28.9"
"Noda, Ryan","676116","2023","27","406","495","93","170","77",34.3,15.6,".229",".406",".364","0.770","1","3","128","91.2","16",38.2,13,8.8,45,"102.125166441","95.450814851",36.9,42.9,44.5,31.9,23.5,4.6,"27.3"
"DeLuca, Jonny","676356","2023","24","42","45","11","8","3",17.8,6.7,".262",".429",".311","0.740","0","1","24","83.7","8.7",32.4,5.9,2.9,17.6,"94.424031176","91.212015588",25.8,55.7,58.8,23.5,17.6,5.9,"29.7"
"Velázquez, Nelson","676369","2023","24","162","179","38","51","14",28.5,7.8,".235",".586",".302","0.888","0","0","53","91","14.4",31.3,21.4,2.7,49.1,"102.412957857","95.873260446",33.7,50.1,45.5,27.7,26.8,4.5,"27.2"
"Clement, Ernie","676391","2023","27","50","52","19","4","1",7.7,1.9,".380",".500",".385","0.885","0","1","29","84.1","16.3",36.2,2.1,2.1,19.1,"93.814947083","91.098558936",10.1,57.4,34,36.2,29.8,8.5,"28.4"
"Burleson, Alec","676475","2023","24","315","347","77","45","23",13,6.6,".244",".390",".300","0.690","1","3","107","89.9","12.4",36.6,5.9,8.4,41,"99.931806194","94.381917566",17.7,52,37.4,35.2,27.5,4.8,"25.6"
"Barrero, Jose","676480","2023","25","133","149","29","44","15",29.5,10.1,".218",".323",".295","0.618","2","3","46","87.5","17.2",31.1,3.3,3.3,35.6,"98.756577778","93.466827753",35.2,50.2,47.8,34.4,17.8,8.9,"27.5"
"Caballero, José","676609","2023","26","231","280","51","66","28",23.6,10,".221",".320",".343","0.663","3","26","104","83.3","21.5",33.1,3.6,4.1,23.7,"94.973345476","91.572536826",23.2,43.2,45.6,30.8,23.7,17.8,"29.0"
"Madris, Bligh","676632","2023","27","26","30","4","7","4",23.3,13.3,".154",".192",".267","0.459","0","0","12","85.5","19.2",26.3,5.3,5.3,26.3,"95.901878","92.158883158",31,49.6,36.8,26.3,36.8,10.5,"26.1"
"Meyers, Jake","676694","2023","27","309","341","70","88","26",25.8,7.6,".227",".382",".296","0.678","2","5","112","86","13.9",34.7,6.3,6.8,27.9,"96.65184","92.333391091",27,48.3,40.1,32.4,27.5,6.3,"29.2"
"Trejo, Alan","676701","2023","27","207","227","48","51","16",22.5,7,".232",".343",".288","0.631","1","5","82","85.5","14.6",36.5,4.4,6.3,22.6,"94.830734557","91.440444522",21.9,50.6,47.2,30.8,22,5.7,"26.4"
"Young, Jared","676724","2023","27","43","47","8","13","3",27.7,6.4,".186",".465",".255","0.720","0","2","16","88.8","10.3",26.7,10,6.7,36.7,"99.890179333","93.947768",31.5,52.9,53.3,23.3,23.3,3.3,"28.5"
"Lopez, Irving","676761","2023","28","11","12","0","5","0",41.7,0,".000",".000",".000","0.000","0","0","5","83.2","10.9",28.6,0,0,14.3,"93.0984975","90.913427143",33.3,51.9,57.1,28.6,14.3,0,
"McCormick, Chas","676801","2023","28","403","457","110","117","40",25.6,8.8,".273",".489",".353","0.842","6","19","115","88","14.6",38.4,11.1,8.7,38.8,"98.933604225","93.594692676",29.4,49.2,42.2,33.2,24.6,4.2,"28.2"
"Schneider, Davis","676914","2023","24","116","141","32","43","21",30.5,14.9,".276",".603",".404","1.007","0","1","35","89.5","26",49.3,17.8,11,38.4,"99.241608649","93.865637397",37.3,39.1,50.7,27.4,21.9,11,"27.4"
"Batten, Matthew","676946","2023","28","120","139","31","30","17",21.6,12.2,".258",".358",".355","0.713","2","2","43","85","15",28.6,1.1,2.2,25.3,"95.026010222","91.57059809",27.4,40,34.1,28.6,37.4,11,"28.6"
"Kjerstad, Heston","677008","2023","24","30","33","7","10","2",30.3,6.1,".233",".467",".281","0.748","0","0","13","92.3","19.3",45,20,15,55,"102.058443","95.872824",36.2,46.8,40,30,30,0,"27.9"
"Paris, Kyren","677347","2023","21","40","46","4","17","4",37,8.7,".100",".100",".200","0.300","0","3","15","85.6","4.5",20.8,4.2,8.3,33.3,"99.014699091","93.507349545",36.8,50.3,29.2,50,20.8,0,"29.2"
"Franco, Wander","677551","2023","22","442","491","124","69","42",14.1,8.6,".281",".475",".344","0.819","10","30","112","89.4","8.9",35,7.7,5,43,"99.940366243","94.232389735",14.8,45.2,35.8,39.3,24.9,3.7,"27.5"
"Rocchio, Brayan","677587","2023","22","81","86","20","27","4",31.4,4.7,".247",".321",".279","0.600","0","0","23","85.8","1.5",30.9,0,5.5,18.2,"94.852003214","91.529307455",32.6,54.7,34.5,45.5,20,1.8,"27.4"
"Tena, José","677588","2023","22","31","34","7","13","3",38.2,8.8,".226",".290",".294","0.584","0","0","18","88.5","13.3",44.4,5.6,5.6,27.8,"96.036994444","92.052317222",29.9,42.4,27.8,33.3,38.9,0,"26.8"
"Pereira, Everson","677592","2023","22","93","103","14","40","8",38.8,7.8,".151",".194",".233","0.427","0","4","27","91.9","10",39.6,7.5,9.4,54.7,"101.939197778","95.917055283",43.1,52.6,41.5,35.8,22.6,3.8,"28.0"
"Rodríguez, Julio","677594","2023","22","654","714","180","175","47",24.5,6.6,".275",".485",".333","0.818","10","37","155","92.7","8.5",31.8,11.9,7.3,52,"104.082287708","96.812366417",28.3,53.9,39.5,36.6,23.9,4.6,"29.6"
"Mauricio, Ronny","677595","2023","22","101","108","25","31","7",28.7,6.5,".248",".347",".296","0.643","0","7","26","90.7","7.6",37.1,5.7,5.7,38.6,"101.420100857","94.781974",30.9,54.9,40,45.7,14.3,5.7,"27.7"
"Duran, Ezequiel","677649","2023","24","406","439","112","120","23",27.3,5.2,".276",".443",".324","0.767","4","8","122","90.1","14",36.3,8.7,6.9,43.9,"101.553371259","95.026970874",28.5,54,34.3,38.1,27.7,7.6,"29.1"
"Abreu, Wilyer","677800","2023","24","76","85","24","23","9",27.1,10.6,".316",".474",".388","0.862","1","3","28","91.3","11.9",35.8,9.4,7.5,49.1,"102.696283846","96.010390962",31.7,44.6,41.5,28.3,30.2,3.8,"26.7"
"Adams, Jordyn","677941","2023","23","39","40","5","16","0",40,0,".128",".128",".125","0.253","2","1","17","91.8","6.2",29.2,0,4.2,33.3,"97.6870375","93.7931525",35.3,61.6,37.5,45.8,16.7,0,"29.2"
"Thomas, Alek","677950","2023","23","374","402","86","86","19",21.4,4.7,".230",".374",".273","0.647","1","9","125","88.9","2.2",28.3,5.1,6.8,41.6,"99.767087793","94.064693103",25.2,49.1,37.9,37.5,24.6,4.1,"28.8"
"Witt Jr., Bobby","677951","2023","23","641","694","177","121","40",17.4,5.8,".276",".495",".319","0.814","15","49","158","90.7","15.7",34.4,11.5,7.2,45.6,"102.080606768","95.411820457",22.8,50.5,35,33.5,31.6,8.1,"30.5"
"Meadows, Parker","678009","2023","23","125","145","29","37","17",25.5,11.7,".232",".368",".331","0.699","1","8","37","89.3","18.3",36,9,6.7,34.8,"99.246645","93.754217841",24,42.8,39.3,42.7,18,9,"29.0"
"Bae, Ji Hwan","678225","2023","23","334","371","77","92","30",24.8,8.1,".231",".311",".296","0.607","9","24","111","88.1","1.1",24.3,2,4.5,36.8,"98.940343707","93.542422069",25.4,47.6,25.1,39.3,35.6,4,"29.7"
"Vargas, Miguel","678246","2023","23","256","304","50","61","38",20.1,12.5,".195",".367",".305","0.672","2","3","81","86.8","16.6",32,6,7.5,31.5,"97.543796","92.819102111",22.3,44.4,37,36,27,9,"27.9"
"Basabe, Osleivis","678545","2023","22","87","94","19","25","6",26.6,6.4,".218",".310",".277","0.587","1","0","31","88.4","-2.3",29,3.2,6.5,37.1,"98.374543226","93.374674839",24.9,56.1,29,38.7,32.3,4.8,"28.6"
"Mead, Curtis","678554","2023","22","83","92","21","21","7",22.8,7.6,".253",".349",".326","0.675","0","0","24","83.5","12.6",29,3.2,6.5,22.6,"95.687367419","91.854202903",24.6,49,33.9,38.7,27.4,12.9,"26.7"
"Tovar, Ezequiel","678662","2023","21","581","615","147","166","25",27,4.1,".253",".408",".287","0.695","5","11","153","88","12.6",36.4,8.1,3.6,36.2,"99.019446394","93.628807036",31.3,59.7,31.2,39.5,29.3,4.3,"28.1"
"Rafaela, Ceddanne","678882","2023","22","83","89","20","28","4",31.5,4.5,".241",".386",".281","0.667","1","3","28","85.5","8.1",39.3,5.4,3.6,33.9,"97.368647857","92.774270364",29.5,56.5,28.6,35.7,35.7,3.6,"28.7"
"Peguero, Liover","678894","2023","22","198","213","47","67","11",31.5,5.2,".237",".374",".280","0.654","2","6","59","89.3","4.1",27.6,5.2,3.7,39.6,"100.157487846","94.198605039",29.4,51.7,38.1,38.1,23.9,4.5,"29.3"
"Rojas, Johan","679032","2023","22","149","164","45","42","5",25.6,3,".302",".430",".342","0.772","1","14","59","86.6","7.3",29.2,0.9,2.7,28.3,"97.8167774","92.9113331",25.9,54.4,31.9,46,22.1,9.7,"29.5"
"Torkelson, Spencer","679529","2023","23","606","684","141","171","67",25,9.8,".233",".446",".313","0.759","0","3","159","91.8","17.1",33.2,14.1,7,50.9,"102.691928356","96.002045502",24.7,46.2,46.1,30.7,23.2,10,"27.4"
"Vavra, Terrin","679631","2023","26","49","56","12","12","5",21.4,8.9,".245",".245",".315","0.560","0","1","27","86.8","9.5",43.6,5.1,5.1,33.3,"97.887882632","93.264366486",27.7,52.8,41,41,17.9,2.6,"27.9"
"Loftin, Nick","679845","2023","24","62","68","20","12","4",17.6,5.9,".323",".435",".368","0.803","0","2","19","86.3","10.8",31.4,7.8,5.9,35.3,"97.571840769","92.911844706",21.4,46.8,45.1,29.4,25.5,3.9,"27.2"
"Martínez, J.P.","679881","2023","27","40","44","9","16","2",36.4,4.5,".225",".325",".250","0.575","0","0","17","86.1","20.1",34.6,3.8,7.7,26.9,"97.144359231","92.664466923",34.5,48.6,42.3,42.3,15.4,11.5,"28.7"
"Blanco, Dairon","680118","2023","30","124","138","32","33","10",23.9,7.2,".258",".452",".324","0.776","5","24","69","86.7","9.1",28,6.5,7.5,32.3,"99.0288","93.631459412",29.3,50.3,39.8,36.6,23.7,6.5,"30.3"
"McLain, Matt","680574","2023","23","365","403","106","115","31",28.5,7.7,".290",".507",".357","0.864","5","14","89","89.3","13.8",39.6,10.8,7.6,42.4,"100.203855242","94.354982348",28,41.9,32.8,38.4,28.8,6.4,"29.0"
"Palacios, Richie","680700","2023","26","93","102","24","11","6",10.8,5.9,".258",".516",".307","0.823","0","2","32","88.1","6.3",29.8,7.1,10.7,33.3,"96.959688095","92.583407229",15.1,45.6,40.5,35.7,23.8,3.6,"28.0"
"Kwan, Steven","680757","2023","25","638","718","171","75","70",10.4,9.7,".268",".370",".340","0.710","3","21","158","86","10.7",37.7,1.1,2.8,18.8,"94.063409324","91.031738203",11.2,41.2,27.7,39.5,32.8,4.6,"28.1"
"Duran, Jarren","680776","2023","26","332","362","98","90","24",24.9,6.6,".295",".482",".346","0.828","2","24","102","89.9","10.7",32,5.3,9.8,46.3,"102.136277603","95.439128926",24.6,51.5,32.8,36.5,30.7,4.5,"29.5"
"Jeffers, Ryan","680777","2023","26","286","335","79","93","33",27.8,9.9,".276",".490",".369","0.859","2","3","96","90.5","17.2",34.2,11.6,5,42.7,"101.812058454","95.327122694",29.2,45.4,40.7,33.7,25.6,8,"26.5"
"Davis, Henry","680779","2023","23","225","255","48","69","25",27.1,9.8,".213",".351",".302","0.653","5","3","62","88.6","12.5",35,7,5.7,41.4,"100.600949494","94.584235478",27,44.5,45.9,35.7,18.5,8.9,"28.2"
"Burdick, Peyton","680814","2023","26","33","37","6","18","3",48.6,8.1,".182",".333",".270","0.603","0","1","14","93.9","17.3",33.3,13.3,20,60,"104.35911375","97.809352",46.3,53.3,33.3,26.7,40,6.7,"27.8"
"Gelof, Zack","680869","2023","23","270","300","72","82","26",27.3,8.7,".267",".504",".337","0.841","2","14","69","89.8","11.8",38.6,11.1,7.9,41.3,"99.898924043","94.270075904",33.7,50.4,42.3,38.6,19,3.7,"29.0"
"Miller, Owen","680911","2023","26","291","314","76","61","17",19.4,5.4,".261",".371",".303","0.674","2","13","90","86.3","12.9",34.2,3.4,6,30.8,"97.106564615","92.584463305",18.4,48.3,35,41,23.9,4.7,"29.0"
"Donovan, Brendan","680977","2023","26","327","371","93","53","33",14.3,8.9,".284",".422",".365","0.787","1","5","95","89.3","10.6",37.3,5.8,7.6,40.6,"99.360461838","93.987172915",14.8,42.8,39.9,29.7,30.4,5.4,"27.1"
"Stott, Bryson","681082","2023","25","585","640","164","100","39",15.6,6.1,".280",".419",".329","0.748","3","31","151","88.1","10.1",36.4,4.7,5.3,35.2,"97.379136163","92.802445092",15.3,45,31.4,35.4,33.2,4.3,"28.8"
"Bride, Jonah","681146","2023","27","88","106","15","22","11",20.8,10.4,".170",".205",".286","0.491","1","0","40","89","4.1",34.8,4.3,11.6,40.6,"97.607345882","93.199746912",17.4,35,42,36.2,21.7,4.3,"27.1"
"Cowser, Colton","681297","2023","23","61","77","7","22","13",28.6,16.9,".115",".148",".286","0.434","0","1","26","87.4","4.6",37.5,2.5,5,42.5,"98.6348775","93.48871",26.5,40.4,37.5,30,32.5,0,"27.9"
"O'Hoppe, Logan","681351","2023","23","182","199","43","48","14",24.1,7,".236",".500",".296","0.796","1","0","51","90.5","19.6",31.9,15.6,6.7,46.7,"100.792061765","94.855250815",32.1,51.5,54.8,29.6,15.6,13.3,"27.9"
"Carpenter, Kerry","681481","2023","25","418","459","116","115","32",25.1,7,".278",".471",".340","0.811","0","6","118","90.1","13.1",37.2,10.2,8.6,44,"99.813840795","94.326096744",27,52.4,44.4,32.6,23,4.6,"28.1"
"Outman, James","681546","2023","26","483","567","120","181","68",31.9,12,".248",".437",".353","0.790","3","16","151","87.9","15.7",38.2,11.1,3.9,39.9,"99.962159145","94.027798454",36.6,46,45.8,32.4,21.9,7.2,"28.9"
"Villar, David","681584","2023","26","124","140","18","45","11",32.1,7.9,".145",".315",".236","0.551","1","1","46","87.7","19",38.8,13.8,5,32.5,"98.11393275","93.142108354",38.5,43,35,42.5,22.5,8.8,"25.9"
